"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sel4_SRR1719013_htseq_counted","sel4_SRR1719014_htseq_counted","sel4_SRR1719015_htseq_counted","sel4_SRR1719016_htseq_counted","sel4_SRR1719017_htseq_counted","sel4_SRR1719018_htseq_counted","sel4_SRR1719204_htseq_counted","sel4_SRR1719206_htseq_counted","sel4_SRR1719207_htseq_counted","sel4_SRR1719208_htseq_counted","sel4_SRR1719209_htseq_counted","sel4_SRR1719211_htseq_counted","sel4_SRR1719212_htseq_counted","sel4_SRR1719213_htseq_counted","sel4_SRR1719214_htseq_counted","sel4_SRR1719241_htseq_counted","sel4_SRR1719242_htseq_counted","sel4_SRR1719266_htseq_counted"
"13","augustus_masked-NW_015503979.1-processed-gene-7.1",837.067735875692,9.70920056076777,0.0636923836188429,152.438957519175,0,0,863.384055472527,723.152542937555,669.573404452589,1273.58572852944,1021.12417209922,840.482520405624,876.27309071764,773.266701647138,804.88998462115,772.041372007732,882.392712476897,900.84203184742,888.095518772771,885.648907120114,539.641604907477,769.573015898613,739.034760807301,844.217121041242
"14","augustus_masked-NW_015503979.1-processed-gene-9.0",999.960750893323,9.96572765905927,0.0682867304943895,145.939446608563,0,0,1100.68844498837,1070.97020438088,1026.18392776714,1285.68851688535,1463.00077572063,932.912098604938,833.941057349639,862.073241612216,890.210378904108,906.498015447281,882.392712476897,706.604530808058,1387.311679195,978.662262662409,911.702198604371,798.527248179947,1055.28459602223,906.641626470348
"15","maker-NW_015503979.1-augustus-gene-10.0",229.117327018551,7.8399427564858,0.141182063965835,55.5307277444465,0,0,174.191519963755,246.554291656031,259.099833345731,240.193799678798,247.267736741514,594.52584621423,176.736239311408,211.727787355764,160.361222989654,382.767702694845,185.193532248238,244.634258065791,118.824248384889,130.218697759213,141.444523223612,135.627719633617,155.18891117974,319.55401588709
"16","maker-NW_015503979.1-augustus-gene-12.0",1644.28209727174,10.6832421173932,0.0804093120261295,132.860757643612,0,0,1938.82735264006,1490.33263795654,2456.34071397656,1382.51082373262,1141.32376634856,1824.3092171712,1644.59949634688,2137.31349537903,2448.59252026511,1338.06046777745,1522.39977245242,1705.09027939419,1232.22288747186,1474.46388829221,1503.61677948579,1377.61189380663,1851.36176742533,1128.09999096884
"17","maker-NW_015503979.1-augustus-gene-12.11",473.504914364415,8.88723558884194,0.0820198377188715,108.354708275619,0,0,515.001015545016,342.31421743315,664.001365025799,456.182022645779,348.006444302872,653.273459476506,349.239275286016,442.408189947978,516.034191928247,500.959429589287,509.282213682653,290.831285340018,364.188605439399,392.273716852288,626.506991452413,537.939157647941,516.737131279566,497.909745684535
"18","maker-NW_015503979.1-augustus-gene-12.13",534.197175378555,9.06122853737237,0.102283612490505,88.5892501911143,0,0,597.047745962727,764.978717414918,536.773131447429,569.762036447382,880.318933121409,441.782051732313,751.393592282035,492.226492855216,391.651448455502,341.563247447241,661.794534357673,492.418313445734,597.207586038336,366.39173965791,466.613182590938,608.038877908013,398.458015191224,257.129510457984
"19","maker-NW_015503979.1-augustus-gene-12.2",1028.34695612091,10.0061113852099,0.117757390724539,84.9722579928456,0,0,1228.17644148358,1194.2473502089,885.025595621799,1187.9352263184,1378.28868072585,860.84835966988,1598.03425964207,965.500370473983,653.78037065013,1024.68974234172,1439.33502637049,597.411557250795,1465.2418680708,1201.89431596392,667.249163902693,1120.07161719897,682.831209190855,359.684055091515
"20","maker-NW_015503979.1-augustus-gene-14.0",4747.60901226238,12.2129854118709,0.0961765001288615,126.985130416551,0,0,5216.90979717537,5709.27281615997,4563.50029054095,3663.42093696151,3797.1624202389,2891.16587401413,5632.27703961266,5687.95058410472,6738.25523523837,4128.03581914808,5577.59344182927,8987.42166971319,3299.30185775184,4260.82049562444,3352.38894444659,3732.04815036773,4157.38510165833,4062.05174613682
"21","maker-NW_015503979.1-augustus-gene-15.0",1580.70059206106,10.6263484105776,0.0815678507296131,130.276184986197,0,0,1855.51836483131,1791.92136971437,1579.67317749494,1389.02770977041,1525.96246794647,1331.61256727825,1660.47400885988,1717.10694042232,1987.04002589104,1139.62848592714,1767.50885925156,1940.27514551752,1039.32638035354,1383.06815632456,1076.97704911022,1141.40631466943,1557.76112465285,2568.32250908321
"22","maker-NW_015503979.1-augustus-gene-15.10",5147.50086713164,12.3296564525515,0.0995418380878031,123.86406248271,0,0,7082.52622113501,6247.5096403555,8067.38441675401,4922.11092597599,4621.38820937728,6050.22086450423,5860.87001979987,5038.68813643321,7735.37309613558,3311.53700858373,4004.81013486814,4954.63117516081,5163.45370254334,3821.63569510734,4526.9934633905,2985.33373890175,5611.96657185113,2648.58258749206
"23","maker-NW_015503979.1-augustus-gene-15.19",397.862481823271,8.63612605000388,0.109280715572986,79.0269903040308,0,0,456.937175557098,504.11547133242,546.988537063211,510.179078387525,623.893132056135,521.678805769008,404.270918664419,294.577791103672,426.601971414786,299.274464429964,272.34342977682,186.887973973008,388.879358350544,359.112433571991,442.014135073789,213.346974704566,462.21129762182,248.211723968112
"24","maker-NW_015503979.1-augustus-gene-15.25",237.700597610556,7.89300172018466,0.104775259888984,75.3326856793084,0,0,277.696626029175,234.446714833637,294.389416382068,235.538881080372,277.031445793733,341.519458431363,236.001086026611,179.237589807565,287.827836135277,143.131265596939,96.6819175707711,131.241554756326,257.709733510083,223.232053301508,245.221754936589,202.679625969338,296.95607868988,318.067718138778
"25","maker-NW_015503979.1-augustus-gene-15.27",11884.4357812695,13.5367857918844,0.0550722048952006,245.800686891766,0,0,11779.3859732012,11952.3797013073,14009.9644654255,10715.6226135774,9564.45342812662,11927.3320952623,9678.16112875945,14107.7852787205,14726.5056445499,10562.4368043923,13746.534617985,14567.8125779522,8718.92212174832,10230.6602978651,12819.9473576097,11500.9258435383,11762.4806084449,11548.5335043846
"26","maker-NW_015503979.1-augustus-gene-15.40",3291.38945451996,11.6844810284935,0.0651517836291264,179.342458143692,0,0,3385.37432277386,3436.35043995593,4010.01104081315,2672.85425921639,3157.24267561619,3317.28189554317,3304.01520437255,4012.53939720259,3793.1596976399,2892.98648948965,4380.64406796015,4493.7108348566,2846.38085903801,2622.97662629272,2523.7085312126,2593.68964962265,3083.6456080904,2718.43858166273
